ID,PIN,Address,Managing Organization,Property Status,Date of Acquisition,Date of Disposition,Sq. Ft.,Ward,Community Area Number,Community Area Name,Zoning Classification,Zip Code,Last Update,X Coordinate,Y Coordinate,Latitude,Longitude,Location
62538,20-09-309-014-0000,5233 S EMERALD AVE,,Owned by City,,,0,20,61,NEW CITY,RS-3,60609,4/3/2019,1172233.84,1870024.224,41.7987922,-87.6439096,"(41.79879223936722, -87.64390963570591)"
59211,20-16-311-004-0000,537 W 60TH ST,DPD - Large Lots,Sold,,,3523,20,68,ENGLEWOOD,RS-3,60621,,1173585.706,1865057.739,41.7851338,-87.6390991,"(41.785133816771925, -87.63909914230723)"
15906,19-23-200-016-0000,3515 W 63RD ST,,Sold,,,0,23,66,CHICAGO LAWN,B3-3,60629,5/22/2018,1153975.627,1862514.172,41.7785659,-87.7110663,"(41.778565878760375, -87.71106626981951)"
24501,21-32-101-017-0000,8242 S BURLEY AVE,None,Owned by City,,,0,7,46,SOUTH CHICAGO,RS-3,60617,8/1/2018,1199153.767,1850771.665,41.7453272,-87.5458367,"(41.745327215072805, -87.545836719621)"
62748,20-03-419-053-0000,4548 S EVANS AVE,,Owned by City,,,0,4,38,GRAND BOULEVARD,RT-4,60653,4/3/2019,1181879.232,1874807.977,41.8117015,-87.6083902,"(41.811701519720465, -87.60839021676325)"
61956,20-23-204-004-0000,6450 S BLACKSTONE AVE,DPD - Planning,Owned by City,10/22/1979,,1618,20,42,WOODLAWN,PD 894,0,3/29/2019,1187096.265,1863356.324,41.780155,-87.589618,"(41.78015496928554, -87.58961803664721)"
24466,25-16-424-020-0000,205 W 110TH ST,DPD - Large Lots,Sold,,,0,34,49,ROSELAND,RS-3,60628,5/17/2019,1176812.824,1831903.403,41.6940821,-87.6282631,"(41.69408207329298, -87.62826309266534)"
17568,20-17-211-034-0000,5628 S MORGAN ST,None,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,8/1/2018,1170512.411,1867378.64,41.7915702,-87.6502996,"(41.791570174943885, -87.65029956477544)"
17976,20-08-130-036-0000,5044 S ELIZABETH ST,DPD - Real Estate,Sold,,4/26/2017,0,20,61,NEW CITY,RS-3,60609,3/14/2019,1168809.804,1871136.016,41.8019178,-87.6564342,"(41.80191779285397, -87.6564341986866)"
15751,20-02-308-014-0000,4427 S BERKELEY AVE,,Sold,,,1800,4,39,KENWOOD,RT-4,60653,5/22/2018,1184080.42,1875781.44,41.8143215,-87.600286,"(41.814321534410645, -87.60028599786983)"
9137,16-11-300-013-0000,337 N PULASKI RD,DPD - Real Estate,Owned by City,7/17/1998,,0,37,26,WEST GARFIELD PARK,PMD 9,60624,1/9/2020,1149764.39,1901844.13,41.8865751,-87.7254849,"(41.88657514496338, -87.72548485762655)"
47542,13-35-321-001-0000,1759 N MONTICELLO AVE,DPD - Open Space,Owned by City,,,0,26,23,HUMBOLDT PARK,RT-4,60647,5/22/2018,1151805.493,1911669.914,41.9134981,-87.7177304,"(41.91349813756309, -87.71773043950043)"
37995,26-06-203-039-0000,8740 S HOUSTON AVE,DPD - Large Lots,Sold,,3/6/2018,0,10,46,SOUTH CHICAGO,RS-3,60617,8/8/2018,1197933.3,1847406.505,41.7361235,-87.5504208,"(41.73612352261571, -87.55042079102009)"
67389,16-02-100-003-0000,3949 W NORTH AVE,None,Not City Owned,,,5999,26,23,HUMBOLDT PARK,PD 1205,60647,7/2/2019,1149573.114,1910299.761,41.909782,-87.7259675,"(41.90978198146546, -87.72596745226483)"
16153,19-04-421-014-0000,4543 S LAPORTE AVE,,Sold,,,3780,22,56,GARFIELD RIDGE,RS-2,60638,5/22/2018,1144221.65,1873881.351,41.8099474,-87.7465411,"(41.80994739097282, -87.74654107552192)"
62225,20-30-432-037-0000,1736 W 79TH ST,,Owned by City,,,0,17,71,AUBURN GRESHAM,B1-1,60620,4/3/2019,1165989.618,1852345.904,41.7504158,-87.6673106,"(41.750415767826844, -87.66731064464143)"
66665,17-16-239-011-0000,520 S WELLS ST,None,Owned by City,,,0,25,32,LOOP,DX-12,0,6/28/2019,1174765.1,1897885.247,41.8751891,-87.6337949,"(41.87518908062276, -87.6337948943994)"
23249,25-27-102-029-0000,11940 S MICHIGAN AVE,,Owned by City,,,0,9,53,WEST PULLMAN,B3-1,60628,5/22/2018,1178895.88,1825628.27,41.6768151,-87.6208265,"(41.67681514512611, -87.62082654880385)"
10113,16-14-311-014-0000,3709 W LEXINGTON ST,,Sold,,,3879,24,27,EAST GARFIELD PARK,RT-4,60624,5/22/2018,1151699.043,1896353.797,41.8714713,-87.7185247,"(41.87147125198547, -87.71852470540934)"
59026,16-15-110-003-0000,4506 W ADAMS ST,None,Owned by City,10/9/2003,,0,28,26,WEST GARFIELD PARK,RT-4,60624,8/1/2018,1146326.99,1898725.415,41.8780831,-87.7381874,"(41.878083148697, -87.73818740439536)"
66937,17-18-329-042-0000,2242 W OGDEN AVE,None,Not City Owned,,,2500,28,28,NEAR WEST SIDE,PD 30,60612,7/2/2019,1161516.976,1895100.621,41.8678338,-87.6825141,"(41.867833797589554, -87.68251408643036)"
51058,20-03-202-006-0000,722 E PERSHING RD,None,Owned by City,,,0,4,36,OAKLAND,PD 840,60653,5/22/2018,1181772.888,1879361.507,41.8241992,-87.6086394,"(41.824199210633935, -87.6086394117615)"
22377,25-25-208-030-0000,12312 S LUELLA AVE,,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
36544,20-18-112-031-0000,5636 S DAMEN AVE,None,Owned by City,,,0,15,67,WEST ENGLEWOOD,RS-3,60636,8/1/2018,1163894.954,1867116.375,41.7909922,-87.6745719,"(41.790992195958296, -87.67457191105596)"
38047,26-05-102-008-0000,8819 S BURLEY AVE,None,Owned by City,,,0,10,46,SOUTH CHICAGO,RT-4,60617,8/1/2018,1199307.17,1847006.11,41.7349904,-87.545401,"(41.73499040370856, -87.5454009653699)"
9335,16-11-413-026-0000,3217 W MAYPOLE AVE,,Sold,,,2489,28,27,EAST GARFIELD PARK,RM-5,60624,5/22/2018,1154824.916,1900717.308,41.8833832,-87.7069314,"(41.88338316641702, -87.70693143386451)"
22671,25-34-404-006-0000,13421 S EVANS AVE,None,Owned by City,,,0,9,54,RIVERDALE,RS-2,0,8/1/2018,1183830.78,1816320.839,41.6511608,-87.6030523,"(41.65116079402116, -87.60305226841199)"
37776,26-05-105-034-0000,8926 S MACKINAW AVE,None,Owned by City,,,0,10,46,SOUTH CHICAGO,RS-2,60617,8/1/2018,1199868.111,1846279.795,41.7329832,-87.5433704,"(41.7329832300488, -87.54337038626014)"
20513,20-19-422-003-0000,1653 W 69TH ST,,Owned by City,,,0,17,67,WEST ENGLEWOOD,RS-3,60636,5/22/2018,1166307.135,1858851.612,41.7682616,-87.6659622,"(41.768261572024485, -87.66596216615226)"
17447,20-16-220-050-0000,5838 S LAFAYETTE AVE,,Owned by City,2/11/1987,,0,20,40,WASHINGTON PARK,RS-3,60621,1/8/2020,1176900.022,1866087.598,41.7878858,-87.6269165,"(41.78788577756692, -87.626916453615)"
51232,20-21-420-028-0000,318 W 71ST ST,None,Owned by City,5/14/2002,,0,6,69,GREATER GRAND CROSSING,RT-4,60621,4/3/2019,1175310.487,1857914.786,41.7654944,-87.6329886,"(41.765494375148904, -87.63298864581766)"
66617,20-26-414-025-0000,1442 E 77TH ST,None,Owned by City,,,0,5,43,SOUTH SHORE,RS-3,60619,6/28/2019,1187354.248,1854285.38,41.7552574,-87.5889601,"(41.75525737871074, -87.58896005016578)"
7780,13-36-310-024-0000,1805 N ALBANY AVE,,Sold,,,0,1,22,LOGAN SQUARE,POS-2,60647,5/22/2018,1155318.639,1911843.278,41.9139039,-87.7048191,"(41.913903941546906, -87.70481913304879)"
34755,17-04-310-028-0000,618 W HOBBIE ST,2FM,Owned by City,,,0,27,8,NEAR NORTH SIDE,M1-2,0,5/16/2019,1171898.91,1907500.2,41.9016367,-87.6440347,"(41.90163673466489, -87.64403472705088)"
35024,17-34-322-021-0000,3835 S WABASH AVE,None,Owned by City,3/22/1991,,0,3,35,DOUGLAS,RM-5,60653,3/31/2020,1177488.315,1879424.93,41.8244713,-87.624356,"(41.824471345131194, -87.62435603789908)"
35461,21-31-204-025-0000,3010 E 79TH PL,,Owned by City,,,0,7,46,SOUTH CHICAGO,RS-3,60617,5/22/2018,1197667.913,1852927.035,41.7512789,-87.5512092,"(41.751278893484255, -87.55120922697611)"
7609,13-26-208-023-0000,3006 N ELBRIDGE AVE,,Sold,,,0,35,21,AVONDALE,RS-3,60618,5/22/2018,1151935.56,1919743.165,41.9356493,-87.7170394,"(41.935649265265845, -87.71703942805053)"
13170,17-04-400-008-0000,1137 N FELTON CT,,Sold,,,0,27,8,NEAR NORTH SIDE,POS-1,0,5/22/2018,1173515.055,1908072.839,41.9031723,-87.6380814,"(41.90317230035699, -87.63808144677952)"
37252,20-03-404-015-0000,4343 S CHAMPLAIN AVE,DPD - Large Lots,Sold,,11/22/2017,0,4,38,GRAND BOULEVARD,RT-4,60653,8/8/2018,1181422.486,1876180.739,41.815479,-87.6100231,"(41.815479046377156, -87.61002314026167)"
22900,26-05-102-032-0000,8822 S BUFFALO AVE,None,Owned by City,,,0,10,46,SOUTH CHICAGO,RT-3.5,60617,8/1/2018,1199468.481,1846960.345,41.7348608,-87.5448115,"(41.73486076639661, -87.54481154084385)"
62391,20-17-418-010-0000,6111 S ABERDEEN ST,,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,4/3/2019,1170071.112,1864218.118,41.7829069,-87.6520096,"(41.78290694564613, -87.65200955509138)"
62998,17-19-213-007-0000,1841 W HASTINGS ST,None,Owned by City,8/6/1969,,0,28,28,NEAR WEST SIDE,PD 30,0,4/30/2019,1164161.94,1893659.805,41.8638246,-87.6728447,"(41.86382463351249, -87.67284465963478)"
14769,20-03-210-036-0000,516 E 41ST ST,,Sold,,,2442,4,38,GRAND BOULEVARD,RT-4,60653,5/22/2018,1180684.696,1878016.563,41.8205337,-87.612673,"(41.82053370056161, -87.61267297346097)"
22689,26-06-218-025-0000,8910 S BALTIMORE AVE,None,Owned by City,,,0,10,46,SOUTH CHICAGO,RT-4,60617,8/1/2018,1198342.105,1846390.5,41.7333253,-87.548957,"(41.73332531286781, -87.54895703181727)"
37286,25-20-419-003-0000,11807 S RACINE AVE,,Sold,,,0,34,53,WEST PULLMAN,PD 1168,0,5/22/2018,1170551.005,1826429.95,41.6792004,-87.6513478,"(41.67920039177145, -87.65134784442841)"
24752,25-11-100-032-0000,9657 S COTTAGE GROVE AVE,,Owned by City,,,0,8,50,PULLMAN,M3-3,60628,5/22/2018,1183667.887,1840909.54,41.7186393,-87.6028855,"(41.7186393222345, -87.60288546522526)"
37698,20-29-228-027-0000,7422 S PEORIA ST,DPD - Large Lots,Owned by City,,,0,17,68,ENGLEWOOD,RS-3,60621,8/1/2018,1171499.2,1855495.9,41.758941,-87.6470289,"(41.758940954811905, -87.64702892792602)"
7603,13-26-123-012-0000,2829 N PULASKI RD,,Owned by City,,,0,30,21,AVONDALE,M1-1,60641,5/22/2018,1149327.58,1918640.93,41.9326757,-87.7266527,"(41.93267568340357, -87.72665266717419)"
22520,25-25-209-033-0000,12320 S CRANDON AVE,,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
34358,25-34-403-033-0000,628 E 134TH PL,None,Owned by City,,,0,9,54,RIVERDALE,RS-2,60827,8/1/2018,1182922.563,1816331.036,41.6512098,-87.6063749,"(41.6512098418532, -87.60637493091778)"
24442,25-09-202-041-0000,9546 S YALE AVE,None,Owned by City,,,0,21,49,ROSELAND,RS-2,60628,8/1/2018,1176206.69,1841424.861,41.7202239,-87.6301977,"(41.72022389644062, -87.63019765417884)"
10470,16-14-106-001-0000,3953 S PULASKI RD,,Owned by City,,,0,14,57,ARCHER HEIGHTS,M3-3,0,5/22/2018,1149835.735,1898619.11,41.8777239,-87.7253068,"(41.87772394697348, -87.72530676786883)"
51083,16-14-403-039-0000,3200 W FLOURNOY ST,None,Owned by City,6/30/1971,,0,24,27,EAST GARFIELD PARK,B3-2,60624,4/3/2019,1155103.647,1896894.517,41.8728874,-87.7060105,"(41.872887449707854, -87.70601051090858)"
24227,25-16-217-011-0000,327 W 106TH PL,,Sold,,,3138,34,49,ROSELAND,RS-2,60628,5/22/2018,1175875.87,1834205.99,41.7004217,-87.6316248,"(41.70042170617027, -87.63162482707705)"
36729,20-07-403-035-0000,5132 S WOOD ST,DPD - Large Lots,Sold,2/23/2016,12/14/2017,3125,16,61,NEW CITY,RS-3,60609,6/11/2019,1165179.412,1870510.919,41.8002801,-87.669766,"(41.80028013348767, -87.66976600221031)"
21074,20-23-211-015-0000,6525 S WOODLAWN AVE,DPD - Large Lots,Sold,,,3376,20,42,WOODLAWN,RS-2,60637,8/8/2018,1185456.885,1861856.19,41.7760772,-87.5956754,"(41.77607722399569, -87.59567535441303)"
66132,25-17-103-018-0000,10302 S VINCENNES AVE,2FM,Owned by City,,,0,34,72,BEVERLY,C1-1,0,5/16/2019,1169142.522,1836427.853,41.7066668,-87.6562158,"(41.70666675310197, -87.656215798674)"
63322,17-05-412-005-0000,957 N RACINE AVE,,Owned by City,,,0,27,24,WEST TOWN,RT-4,60642,4/3/2019,1168251.996,1906585.419,41.8992061,-87.6574567,"(41.89920614313421, -87.65745665342477)"
20997,20-23-220-021-0000,1430 E MARQUETTE RD,None,Owned by City,,,0,5,42,WOODLAWN,RM-5,60637,3/5/2019,1186994.023,1861623.318,41.7754019,-87.5900478,"(41.7754018824174, -87.5900477826411)"
62348,20-15-315-021-0000,6242 S INDIANA AVE,,Owned by City,,,0,20,40,WASHINGTON PARK,RM-5,60637,4/3/2019,1178802.196,1863569.271,41.7809321,-87.6200186,"(41.78093214096217, -87.62001860525416)"
21725,20-21-319-003-0000,6909 S NORMAL BLVD,DPD - Large Lots,Owned by City,,,0,6,68,ENGLEWOOD,B3-2,60621,8/1/2018,1174240.7,1859012.11,41.7685294,-87.6368772,"(41.768529394625595, -87.63687717320258)"
18534,20-10-310-031-0000,5308 S INDIANA AVE,,Owned by City,,,0,3,40,WASHINGTON PARK,RM-5,60615,5/22/2018,1178373.135,1869736.77,41.7978661,-87.6214044,"(41.79786611388758, -87.62140438199322)"
19543,20-26-113-020-0000,7202 S UNIVERSITY AVE,,Sold,,,3112,5,69,GREATER GRAND CROSSING,RS-3,60619,5/22/2018,1185034.083,1857421.38,41.7639176,-87.5973644,"(41.763917638592254, -87.59736440838982)"
35113,16-10-406-017-0000,4119 W CARROLL AVE,None,Owned by City,,,0,28,26,WEST GARFIELD PARK,RS-3,60624,3/5/2019,1148777.995,1901800.639,41.8864749,-87.7291083,"(41.88647491715835, -87.72910830240237)"
37163,20-09-414-019-0000,5453 S STEWART AVE,,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
24500,21-32-101-016-0000,8240 S BURLEY AVE,None,Owned by City,,,0,7,46,SOUTH CHICAGO,RS-3,60617,8/1/2018,1199153.124,1850796.651,41.7453958,-87.5458382,"(41.745395794254236, -87.54583823492547)"
11281,16-13-201-017-0000,2620 W MONROE ST,None,Owned by City,,,0,27,27,EAST GARFIELD PARK,RM-5,60612,8/1/2018,1158824.2,1899680.995,41.8804584,-87.6922742,"(41.880458383648815, -87.69227417228173)"
19341,20-30-423-005-0000,7717 S HONORE ST,None,Owned by City,,,0,17,71,AUBURN GRESHAM,RS-2,60620,8/1/2018,1165454.935,1853424.53,41.753387,-87.6692395,"(41.75338701348859, -87.66923946718279)"
47536,13-12-316-015-0000,2944 W LAWRENCE AVE,DPD - Open Space,Owned by City,,,0,33,14,ALBANY PARK,POS-1,60625,5/22/2018,1155688.336,1931781.898,41.9686095,-87.7029222,"(41.968609471785825, -87.70292222660662)"
24679,21-32-208-006-0000,8517 S BRANDON AVE,,Owned by City,,,0,10,46,SOUTH CHICAGO,B2-2,60617,5/22/2018,1199051.46,1849049.49,41.740604,-87.5462693,"(41.74060401109574, -87.54626929493976)"
17705,20-17-220-002-0000,5705 S MORGAN ST,None,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,8/1/2018,1170716.212,1866929.54,41.7903333,-87.6495654,"(41.79033334836912, -87.64956536218881)"
36949,13-12-212-020-0000,5440 N LINCOLN AVE,2FM,Owned by City,,,0,40,4,LINCOLN SQUARE,B3-2,0,1/10/2020,1158306.75,1936357.18,41.981111,-87.6931687,"(41.98111099793373, -87.69316868221979)"
62852,20-16-205-016-0000,5659 S LA SALLE ST,,Owned by City,,,0,3,68,ENGLEWOOD,M1-1,0,4/3/2019,1176366.561,1867271.459,41.7911464,-87.6288369,"(41.791146424386774, -87.6288368588744)"
18501,20-09-410-025-0000,5257 S PRINCETON AVE,,Owned by City,,,0,3,37,FULLER PARK,RS-3,60609,5/22/2018,1175278.668,1869871.488,41.7983056,-87.6327482,"(41.798305558478326, -87.63274820516693)"
16790,20-16-403-032-0000,246 W 60TH ST,,Sold,,,2500,20,68,ENGLEWOOD,RS-3,0,5/22/2018,1175446.145,1865236.718,41.7855835,-87.6322726,"(41.78558353085607, -87.63227264029405)"
63399,20-28-311-005-0000,7600 S NORMAL AVE,,Owned by City,,,0,17,69,GREATER GRAND CROSSING,RT-4,60620,4/3/2019,1174239.505,1854491.278,41.7561237,-87.6370157,"(41.75612371818756, -87.63701569299756)"
67315,20-20-418-025-0000,1033 W 69TH ST,None,Not City Owned,,,12458,6,68,ENGLEWOOD,RS-3,60621,7/2/2019,1170488.621,1859021.327,41.7686372,-87.6506301,"(41.768637235982595, -87.65063009384139)"
36633,20-08-309-044-0000,5258 S LAFLIN ST,None,Owned by City,2/19/2004,,0,20,61,NEW CITY,RS-3,60609,1/8/2020,1167136.934,1869631.678,41.7978257,-87.6626123,"(41.797825701454435, -87.66261232877758)"
34070,25-34-302-007-0000,427 E 134TH ST,,Owned by City,,,0,9,54,RIVERDALE,M1-1,60827,5/22/2018,1181584.369,1816442.315,41.6515461,-87.6112677,"(41.65154607015279, -87.61126769914424)"
62503,20-10-121-031-0000,5036 S PRAIRIE AVE,None,Owned by City,4/10/1977,,0,3,38,GRAND BOULEVARD,RM-5,0,4/3/2019,1178858.015,1871525.69,41.802764,-87.6195718,"(41.80276403882718, -87.6195717845762)"
35166,20-03-217-030-0000,4137 S VINCENNES AVE,None,Owned by City,,,0,4,38,GRAND BOULEVARD,RT-4,60653,8/1/2018,1180524.112,1877488.038,41.8190871,-87.6132783,"(41.81908708002037, -87.61327831042537)"
8103,16-01-215-001-0000,1459 N ARTESIAN AVE,,Sold,,,0,1,24,WEST TOWN,RT-4,60622,5/22/2018,1159898.099,1909856.075,41.9083576,-87.6880499,"(41.908357584543836, -87.68804992446364)"
20340,20-36-102-037-0000,1749 E 79TH ST,2FM,Owned by City,,,0,8,46,SOUTH CHICAGO,B3-2,60649,5/16/2019,1189577.246,1852855.739,41.7512812,-87.5808593,"(41.751281247280346, -87.58085930208831)"
12361,17-20-324-027-0000,2002 S THROOP ST,None,Owned by City,,,0,25,31,LOWER WEST SIDE,RT-4,60608,5/22/2018,1167929.305,1890471.07,41.8549941,-87.6591068,"(41.854994102855095, -87.65910683153379)"
34339,25-34-403-040-0000,656 E 134TH PL,None,Owned by City,,,0,9,54,RIVERDALE,RS-2,60827,8/1/2018,1183201.223,1816334.221,41.6512121,-87.6053553,"(41.651212129178894, -87.60535527100987)"
23634,25-02-311-042-0000,1022 E 93RD ST,,Owned by City,,,0,8,47,BURNSIDE,B3-1,60619,5/22/2018,1184760.64,1843619.645,41.7260507,-87.5987984,"(41.72605065176252, -87.59879844454422)"
62495,20-10-218-019-0000,4908 S ST LAWRENCE AVE,,Owned by City,,,0,4,38,GRAND BOULEVARD,RM-5,60615,4/3/2019,1181047.514,1872542.338,41.8055036,-87.6115107,"(41.80550363316824, -87.61151068469523)"
37729,25-04-206-024-0000,8861 S PRINCETON AVE,None,Owned by City,,,3125,21,49,ROSELAND,RS-2,60620,8/1/2018,1175813.292,1845944.005,41.7326338,-87.6315036,"(41.73263383783995, -87.63150360820394)"
59222,20-21-209-021-0000,6526 S YALE AVE,DPD - Large Lots,Sold,,,8481,20,68,ENGLEWOOD,RT-4,60621,,1175512.389,1861651.635,41.7757442,-87.6321369,"(41.77574419440289, -87.63213694853096)"
14281,20-03-115-002-0000,4105 S INDIANA AVE,,Sold,,,3204,3,38,GRAND BOULEVARD,RM-5,60653,5/22/2018,1178410.69,1877784.25,41.8199482,-87.6210221,"(41.8199482491118, -87.62102206362378)"
11339,16-12-427-055-0000,20 N CAMPBELL AVE,None,Owned by City,,,0,27,28,NEAR WEST SIDE,M1-1,60612,5/22/2018,1159792.192,1900145.621,41.8817135,-87.688707,"(41.8817134623135, -87.68870698272892)"
33926,25-22-304-033-0000,134 E 116TH ST,None,Owned by City,,,0,9,53,WEST PULLMAN,RS-3,60628,5/22/2018,1179320.344,1827860.995,41.6829324,-87.6192052,"(41.68293243046432, -87.6192051662882)"
10675,16-14-407-016-0000,3219 W FLOURNOY ST,DPD - Large Lots,Sold,,3/23/2018,0,24,27,EAST GARFIELD PARK,RT-4,60624,8/1/2018,1154926.84,1896755.45,41.8725094,-87.7066634,"(41.87250937926669, -87.70666338374554)"
34294,25-34-403-035-0000,636 E 134TH PL,None,Owned by City,,,0,9,54,RIVERDALE,RS-2,60827,8/1/2018,1183002.178,1816331.941,41.6512105,-87.6060836,"(41.65121048122671, -87.60608360788565)"
37522,20-10-206-024-0000,4720 S COTTAGE GROVE AVE,,Sold,,,5999,4,38,GRAND BOULEVARD,PD 1095,60615,5/22/2018,1182280.72,1873761.93,41.8088218,-87.60695,"(41.808821780525626, -87.60695002170438)"
23423,25-25-203-016-0000,12237 S OGLESBY AVE,,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
34272,16-12-102-012-0000,615 N KEDZIE AVE,None,Owned by City,,,0,27,23,HUMBOLDT PARK,C1-1,60612,3/5/2019,1155025.085,1904018.49,41.8924379,-87.7061078,"(41.89243791743883, -87.70610778744643)"
24471,25-16-425-007-0000,11025 S WENTWORTH AVE,,Sold,,,0,34,49,ROSELAND,B1-3,60628,5/22/2018,1176997.61,1831823.909,41.6938598,-87.6275889,"(41.69385977802195, -87.62758893154023)"
37118,20-09-416-078-0000,5410 S PRINCETON AVE,DPD - Large Lots,Sold,,11/14/2017,0,3,37,FULLER PARK,RS-3,60609,8/8/2018,1175107.717,1869010.755,41.7959474,-87.6334008,"(41.79594744331131, -87.6334008122352)"
23852,25-19-413-007-0000,11827 S CHURCH ST,None,Owned by City,,,0,,,,,0,8/1/2018,0,0,0,0,"(0.0, 0.0)"
15882,17-35-101-017-0000,3725 S ELLIS AVE,None,Owned by City,,,0,4,36,OAKLAND,RM-5,60653,8/1/2018,1182287.954,1880581.279,41.8275344,-87.606712,"(41.82753441408321, -87.60671198039648)"
22738,25-25-212-048-0000,12356 S BENSLEY AVE,DPD - Open Space,Owned by City,,,0,,,,,0,5/22/2018,0,0,0,0,"(0.0, 0.0)"
47559,14-31-502-001-0000,1759 N MILWAUKEE AVE,DPD - Open Space,Owned by City,,,0,32,24,WEST TOWN,PD 1297,60647,5/22/2018,1161571.417,1911861.162,41.913825,-87.681847,"(41.913824981923966, -87.68184704137825)"
15501,20-02-117-040-0000,4158 S LAKE PARK AVE,DPD - Open Space,Owned by City,,,0,4,36,OAKLAND,RM-5,60653,6/15/2018,1184093.198,1877254.805,41.8183643,-87.600193,"(41.81836425295699, -87.60019301930733)"
18055,20-10-217-004-0000,4907 S VINCENNES AVE,,Owned by City,,,0,4,38,GRAND BOULEVARD,RM-5,60615,5/22/2018,1180509.177,1872539.646,41.8055086,-87.6134852,"(41.80550863353909, -87.61348515219393)"
10646,16-14-120-026-0000,428 S CENTRAL PARK AVE,None,Owned by City,,,0,28,27,EAST GARFIELD PARK,RS-3,0,8/1/2018,1152360.935,1897524.38,41.8746704,-87.7160637,"(41.87467042619602, -87.71606371948563)"
34372,20-16-307-026-0000,718 W 60TH PL,None,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,3/5/2019,1172428.131,1864792.356,41.7844311,-87.6433511,"(41.78443114382202, -87.6433511149609)"
16627,20-16-321-070-0000,664 W ENGLEWOOD AVE,,Sold,,,4663,16,68,ENGLEWOOD,RS-3,60621,5/22/2018,1172689.095,1863528.22,41.7809565,-87.6424316,"(41.780956463108545, -87.64243156251185)"
36180,20-17-426-003-0000,6207 S ABERDEEN ST,None,Owned by City,,,0,16,68,ENGLEWOOD,RS-3,60621,8/1/2018,1170142.205,1863589.66,41.7811808,-87.6517672,"(41.78118083761008, -87.65176717043916)"
23666,25-19-211-022-0000,11228 S VINCENNES AVE,,Sold,,,0,19,75,MORGAN PARK,RS-3,60643,5/22/2018,1166874.078,1830608.213,41.6907453,-87.6646882,"(41.69074534504756, -87.6646882459274)"
61551,16-23-114-039-0000,1452 S HARDING AVE,None,Not City Owned,,,3125,24,29,NORTH LAWNDALE,RT-4,60623,3/6/2019,1150192.645,1892523,41.8609886,-87.7241551,"(41.860988573277304, -87.72415512081463)"
61536,20-17-406-043-0000,5944 S GREEN ST,None,Sold,,1/30/2020,0,16,68,ENGLEWOOD,RS-3,60621,2/18/2020,1171565.755,1865226.62,41.7856418,-87.6465002,"(41.785641761970226, -87.64650020379023)"
20858,20-21-116-006-0000,739 W 65TH ST,,Sold,,,0,20,68,ENGLEWOOD,RT-4,0,5/22/2018,1172425.94,1861852.71,41.7763645,-87.6434456,"(41.77636446903244, -87.643445619208)"
34357,20-21-110-019-0000,627 W 64TH ST,,Sold,,,0,20,68,ENGLEWOOD,PD 74,0,5/22/2018,1172715.57,1862533.406,41.778226,-87.6423638,"(41.778225995281275, -87.64236380394519)"
9296,16-11-308-023-0000,3854 W WEST END AVE,DPD - Real Estate,Owned by City,11/5/1999,,0,28,26,WEST GARFIELD PARK,RM-5,60624,8/23/2019,1150448.22,1900646.22,41.8832746,-87.7230049,"(41.88327463162311, -87.72300492864412)"
51240,14-05-323-015-0000,5666 N MAGNOLIA AVE,CDOT,Owned by City,,,0,48,77,EDGEWATER,RT-3.5,60660,8/21/2019,1166857.538,1937965.367,41.9853442,-87.6616753,"(41.985344237391004, -87.66167533397187)"
7580,13-23-303-011-0000,3540 N AVONDALE AVE,,Owned by City,,,0,30,21,AVONDALE,RS-3,0,5/22/2018,1151456.953,1923402.7,41.9457007,-87.7187019,"(41.94570074407194, -87.7187019217153)"
34033,25-16-402-014-0000,219 W 107TH PL,None,Owned by City,,,3750,34,49,ROSELAND,RS-2,60628,8/1/2018,1176637.09,1833559.38,41.6986303,-87.6288569,"(41.69863026149762, -87.62885690930842)"
13342,16-23-209-032-0000,1332 S HOMAN AVE,DPD - Large Lots,Owned by City,,,0,24,29,NORTH LAWNDALE,RT-4,60623,8/1/2018,1153834.206,1893449.48,41.8634593,-87.710763,"(41.86345925612386, -87.71076297922296)"
37228,16-10-331-013-0000,4421 W WASHINGTON BLVD,DPD - Large Lots,Owned by City,,,0,28,26,WEST GARFIELD PARK,RT-4,60624,8/1/2018,1146802.72,1899989.26,41.8815422,-87.7364083,"(41.88154222199902, -87.73640833999656)"
34130,20-16-110-031-0000,524 W 57TH ST,,Sold,,,0,20,68,ENGLEWOOD,RS-3,60621,5/22/2018,1173638.498,1867207.093,41.7910307,-87.6388419,"(41.79103070653761, -87.63884193082527)"
65849,26-08-331-038-0000,10556 S AVENUE H,2FM,Owned by City,,,0,10,52,EAST SIDE,C1-1,60617,5/16/2019,1202737.147,1835399.101,41.703053,-87.5332305,"(41.70305304798792, -87.53323047702538)"
