SYSTEMSTOP,OBJECTID,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,STATUS,PUBLIC_NAM,Latitude,Longitude,Number,Street2,City,State,County,Zip
9187,1897,51ST STREET,WABASH,EB,NS,15,,1,51st Street & Wabash,41.802203,-87.623879,5059,S Wabash Ave,Chicago,IL,Cook County,60615
5116,1898,CERMAK,WENTWORTH,EB,NS,21,,1,Cermak & Wentworth (Red Line),41.852618,-87.632225,201,W Cermak Rd,Chicago,IL,Cook County,60616
4381,1899,ARCHER,OAK PARK,EB,NS,"62,62H",,1,Archer & Oak Park,41.79189,-87.791928,6805,W Archer Ave,Chicago,IL,Cook County,60638
60,1900,JACKSON,ABERDEEN,EB,FS,126,,1,Jackson & Aberdeen,41.877592,-87.654225,1061,W Jackson Blvd,Chicago,IL,Cook County,60607
7047,1901,67TH STREET,SOUTH SHORE,EB,NS,"6,26",,1,67th Street & South Shore,41.773341,-87.567162,6700,S South Shore Dr,Chicago,IL,Cook County,60649
7675,1902,35TH STREET,UNION,EB,NS,35,,1,35th Street & Union,41.83066,-87.643997,3500,S Union Ave,Chicago,IL,Cook County,60609
7160,1903,47TH STREET,KING DRIVE,EB,FS,47,,1,47th Street & King Drive,41.809571,-87.616126,400,E 47th St,Chicago,IL,Cook County,60653
10981,1904,DIVERSEY,CENTRAL,EB,NS,76,,1,Diversey & Central,41.931005,-87.766515,5601,W Diversey Ave,Chicago,IL,Cook County,60639
10536,1905,GARFIELD,HALSTED,EB,FS,55,N55,1,Garfield & Halsted,41.793814,-87.644798,5501,S Halsted St,Chicago,IL,Cook County,60621
5371,1906,DIVISION,STATE,EB,NS,36,,1,Division & State,41.903792,-87.628877,1166,N State St,Chicago,IL,Cook County,60610
900,1907,NORTH AVENUE,WOOD,EB,NS,72,,1,North Ave & Wood,41.910381,-87.67273,1548,N Wood St,Chicago,IL,Cook County,60622
12508,1908,ADDISON,MILWAUKEE,EB,FS,152,,1,Addison & Milwaukee,41.946125,-87.735061,3597,N Milwaukee Ave,Chicago,IL,Cook County,60641
4047,1909,ARMITAGE,KIMBALL,EB,NS,73,,1,Armitage & Kimball,41.917205,-87.712076,3401,W Armitage Ave,Chicago,IL,Cook County,60647
420,1910,MADISON,CALIFORNIA,EB,FS,20,N20,1,Madison & California,41.881268,-87.695722,2746,W Madison St,Chicago,IL,Cook County,60612
2744,1911,79TH STREET,TALMAN,EB,NS,79,,1,79th Street & Talman,41.749781,-87.68912,2635,W 79th St,Chicago,IL,Cook County,60652
4785,1912,FOSTER,DAMEN,EB,NS,92,,1,Foster & Damen,41.976193,-87.679646,5200,N Damen Ave,Chicago,IL,Cook County,60625
5630,1913,IRVING PARK,CICERO,EB,NS,80,,1,Irving Park & Cicero,41.953212,-87.747559,4801,W Irving Park Rd,Chicago,IL,Cook County,60641
6740,1914,16TH STREET,KARLOV,EB,NS,18,,1,16th Street & Karlov,41.858654,-87.727659,4103,W 16th St,Chicago,IL,Cook County,60623
14282,1915,CENTRAL STREET,ASHLAND,EB,NS,201,,2,Central Street & Ashland,42.064166,-87.694066,1600,Central St,Evanston,IL,Cook County,60201
3452,1916,63RD STREET,BLACKSTONE,EB,NS,63,N63,1,63rd Street & Blackstone,41.78076,-87.589301,1458,E 63rd St,Chicago,IL,Cook County,60637
1319,1917,FULLERTON,LAWNDALE,EB,NS,74,,1,Fullerton & Lawndale,41.924349,-87.719581,3701,W Fullerton Ave,Chicago,IL,Cook County,60647
12904,1918,PULASKI,94TH STREET,NB,NS,53A,,1,Pulaski & 94th Street,41.722028,-87.721123,9401,S Pulaski Rd,Evergreen Park,IL,Cook County,60805
5281,1919,JEFFERY,98TH STREET,NB,FS,15,,1,Jeffery & 98th Street,41.717274,-87.574916,9753,S Jeffery Ave,Chicago,IL,Cook County,60617
11001,1920,DIVERSEY,LAWNDALE,EB,NS,76,,1,Diversey & Lawndale,41.931662,-87.719793,3701,W Diversey Ave,Chicago,IL,Cook County,60647
6760,1921,18TH STREET,WOLCOTT,EB,NT,18,,1,18th Street & Wolcott,41.857957,-87.673389,1858,W 18th St,Chicago,IL,Cook County,60608
10921,1922,74TH STREET,UNION,EB,NS,75,,1,74th Street & Union,41.759669,-87.642219,7400,S Union Ave,Chicago,IL,Cook County,60621
2487,1923,COTTAGE GROVE,7000 SOUTH,NB,MB,4,,1,7000 S Cottage Grove,41.767647,-87.606256,6962,S Cottage Grove Ave,Chicago,IL,Cook County,60637
10007,1924,KEDZIE,66TH STREET,NB,NS,52A,,1,Kedzie & 66th Street,41.773295,-87.702625,6601,S Kedzie Ave,Chicago,IL,Cook County,60629
10277,1925,CICERO,16TH STREET,NB,NS,54,,1,Cicero & 16th Street,41.858292,-87.744792,1600,Cicero Ave,Cicero,IL,Cook County,60804
4444,1926,ARCHER,BONFIELD (east leg),NEB,NS,62,N62,1,Archer & Bonfield,41.842294,-87.656005,2855,S Archer Ave,Chicago,IL,Cook County,60608
7364,1927,EWING,96TH STREET,NB,NS,"26,30",,1,Ewing & 96th Street,41.721231,-87.535084,9601,S Ewing Ave,Chicago,IL,Cook County,60617
13021,1928,DORCHESTER,60TH STREET,NB,NS,59,,1,Dorchester & 60th Street,41.785872,-87.591744,1379,E 60th St,Chicago,IL,Cook County,60637
7005,1929,COMMERCIAL,93RD STREET/SOUTH CHICAGO,NB,NS,71,,1,Commercial & 93rd Street/South Chicago,41.726469,-87.551365,9304,S Commercial Ave,Chicago,IL,Cook County,60617
15973,1930,KEDZIE,PINK LINE STATION,NB,MB,52,,1,Kedzie Pink Line Station,41.854079,-87.705012,1945,S Kedzie Ave,Chicago,IL,Cook County,60623
17123,1931,HALSTED,32ND STREET (north leg),SB,FS,8,,1,Halsted & 32nd Street,41.836098,-87.64601,759,W 32nd St,Chicago,IL,Cook County,60608
9930,1932,NORTHWEST HWY,OKETO (south leg),SEB,NS,68,,1,Northwest Hwy & Oketo,41.99977,-87.811855,6556,N Northwest Hwy,Chicago,IL,Cook County,60631
4889,1933,MARINE DRIVE,BITTERSWEET/O.D.off ramp,NB,FS,136146,,1,Marine Drive & Bittersweet,41.955762,-87.645266,,US 41,Chicago,IL,Cook County,60613
5961,1934,HALSTED,SCHUBERT,NB,NS,8,,1,Halsted & Schubert,41.93145,-87.64865,2683,N Halsted St,Chicago,IL,Cook County,60614
10198,1935,PROMONTORY DR,LaRABIDA HOSPITAL ENT.,NB,MB,67,,1,Larabida Hospital,41.777326,-87.571297,6501,S Promontory Dr,Chicago,IL,Cook County,60649
12866,1936,PULASKI,76TH STREET,SB,FS,53A,,1,Pulaski & 76th Street,41.754758,-87.721736,3931,W 76th St,Chicago,IL,Cook County,60652
8835,1937,DAMEN,BELMONT,SB,NS,50,,1,Damen & Belmont,41.939409,-87.678187,1957,W Belmont Ave,Chicago,IL,Cook County,60657
7237,1938,SOUTH CHICAGO,79TH STREET/STONY ISLAND,SEB,NS,30,,1,South Chicago & 79th Street/Stony Island,41.75178,-87.586765,1550,E 79th St,Chicago,IL,Cook County,60619
9800,1939,HIGGINS,CENTRAL/EDMUNDS,NWB,NS,88,,1,Higgins & Central/Edmunds,41.970394,-87.766975,5559,W Edmunds St,Chicago,IL,Cook County,60630
8884,1940,DAMEN,18TH STREET,SB,NS,50,,1,Damen & 18th Street,41.85782,-87.676163,2000,W 18th St,Chicago,IL,Cook County,60608
5172,1941,RACINE,59TH STREET,SB,NS,44,,1,Racine & 59th Street,41.787144,-87.65495,1200,W 59th St,Chicago,IL,Cook County,60636
12042,1942,TOUHY,CALIFORNIA,EB,NS,96,,1,Touhy & California,42.01186,-87.70013,2807,W Touhy Ave,Chicago,IL,Cook County,60645
1375,1943,LELAND,WESTERN,EB,FS,"11,49B",N49,1,Leland & Western (Brown Line),41.966508,-87.688464,4637,N Western Ave,Chicago,IL,Cook County,60625
1992,1944,DIVISION,HAMLIN,EB,NS,70,,1,Division & Hamlin,41.90237,-87.721611,3801,W Division St,Chicago,IL,Cook County,60651
14647,1945,MADISON,MORGAN,EB,FS,20,N20,1,Madison & Morgan,41.881476,-87.651858,949,W Madison St,Chicago,IL,Cook County,60607
1011,1946,HOWARD,SHERIDAN,EB,NS,147151,0,1,Howard & Sheridan,42.018926,-87.666409,1401,W Howard St,Chicago,IL,Cook County,60626
18106,1947,LAWRENCE,PULASKI,EB,FS,81,N81,1,Lawrence & Pulaski,41.968077,-87.727812,3959,W Lawrence Ave,Chicago,IL,Cook County,60625
10509,1948,55TH STREET,HOMAN,EB,FS,55,N55,1,55th Street & Homan,41.793219,-87.708234,3357,W 55th St,Chicago,IL,Cook County,60632
3429,1949,63RD STREET,YALE,EB,NS,63,N63,1,63rd Street & Yale,41.779578,-87.632187,251,W 63rd St,Chicago,IL,Cook County,60621
3746,1950,LAWRENCE,KIMBALL,EB,FS,81,N81,1,Lawrence & Kimball (Brown Line),41.968297,-87.71354,4754,N Kimball Ave,Chicago,IL,Cook County,60625
15330,1951,79TH STREET,MORGAN,EB,FS,79,N79,1,79th Street & Morgan,41.750739,-87.648639,956,W 79th St,Chicago,IL,Cook County,60620
8151,1952,47TH STREET,CALIFORNIA,EB,NS,47,,1,47th Street & California,41.808484,-87.694043,2758,W 47th St,Chicago,IL,Cook County,60632
30,1953,JACKSON,KEDZIE,EB,FS,126,,1,Jackson & Kedzie,41.877156,-87.705752,305,S Kedzie Ave,Chicago,IL,Cook County,60612
7447,1954,31ST STREET,HAMLIN,EB,NS,"35,82",,1,31st Street & Hamlin,41.836811,-87.719622,3104,S Hamlin Ave,Chicago,IL,Cook County,60623
15367,1955,PERSHING,WALLACE,EB,FS,39,,1,Pershing & Wallace,41.823765,-87.640742,554,W Pershing Rd,Chicago,IL,Cook County,60609
15974,1956,69TH STREET,ASHLAND,EB,FS,67,,1,69th Street & Ashland,41.768396,-87.663648,6901,S Ashland Ave,Chicago,IL,Cook County,60636
15960,1957,ADDISON,PANAMA,EB,FS,152,,1,Addison & Panama,41.944673,-87.828726,3543,N Panama Ave,Chicago,IL,Cook County,60634
12105,1958,95TH STREET,JEFFERY,WB,FS,100,,1,95th Street & Jeffery,41.722827,-87.575801,9450,S Jeffery Ave,Chicago,IL,Cook County,60617
459,1959,MADISON,MORGAN,WB,NS,20,N20,1,Madison & Morgan,41.881926,-87.651809,948,W Madison St,Chicago,IL,Cook County,60607
2737,1960,79TH STREET,KEDZIE,EB,NS,79,,1,79th Street & Kedzie,41.750291,-87.702095,3169,W Columbus Ave,Chicago,IL,Cook County,60652
15221,1961,ARMITAGE,KOSTNER,EB,FS,73,,1,Armitage & Kostner,41.917231,-87.736006,4354,W Armitage Ave,Chicago,IL,Cook County,60639
11618,1962,CENTRAL,GRACE,NB,NS,85,,1,Central & Grace,41.949311,-87.766676,5557,W Grace St,Chicago,IL,Cook County,60641
6703,1963,TAYLOR,JEFFERSON,EB,NS,157,,1,Taylor & Jefferson,41.869358,-87.641893,573,W Taylor St,Chicago,IL,Cook County,60607
431,1964,MADISON,PAULINA,EB,NS,20,N20,1,Madison & Paulina,41.881171,-87.669502,1701,W Madison St,Chicago,IL,Cook County,60612
306,1965,ROOSEVELT,MORGAN,EB,NS,12,,1,Roosevelt & Morgan,41.866549,-87.651558,1001,W Roosevelt Rd,Chicago,IL,Cook County,60608
12538,1966,ADDISON,SOUTHPORT,EB,NS,152,,1,Addison & Southport,41.946928,-87.664296,3556,N Southport Ave,Chicago,IL,Cook County,60657
8126,1967,CICERO,50TH STREET,NB,NS,"47,54B",,1,Cicero & 50th Street,41.802425,-87.742733,4951,S Cicero Ave,Chicago,IL,Cook County,60632
3130,1968,KEDZIE,36TH STREET,NB,NS,52,,1,Kedzie & 36th Street,41.827632,-87.704158,3159,W 36th St,Chicago,IL,Cook County,60632
1302,1969,FULLERTON,LARAMIE,EB,NS,74,,1,Fullerton & Laramie,41.923867,-87.755971,5159,W Fullerton Ave,Chicago,IL,Cook County,60639
10168,1970,69TH STREET,HALSTED,EB,NS,67,,1,69th Street & Halsted,41.76856,-87.644765,6900,S Halsted St,Chicago,IL,Cook County,60621
4159,1971,CALIFORNIA,53RD STREET,NB,NS,94,,1,California & 53rd Street,41.797212,-87.693649,5301,S California Ave,Chicago,IL,Cook County,60632
5386,1972,STATE,HURON,NB,NS,36,,1,State & Huron,41.89469,-87.627979,1,E Huron St,Chicago,IL,Cook County,60611
7738,1973,PERSHING,COTTAGE GROVE,EB,NS,39,,1,Pershing & Cottage Grove,41.823785,-87.607156,3910,S Cottage Grove Ave,Chicago,IL,Cook County,60653
690,1974,GRAND,LECLAIRE/ARMITAGE,EB,NS,65,,1,Grand & Leclaire/Armitage,41.917001,-87.753199,5058,W Armitage Ave,Chicago,IL,Cook County,60639
9281,1975,BELMONT,PAULINA,EB,NS,77,N77,1,Belmont & Paulina,41.939421,-87.671237,1701,W Belmont Ave,Chicago,IL,Cook County,60657
743,1976,GRAND,ORLEANS,EB,NS,65,,1,Grand & Orleans,41.891315,-87.637632,520,N Orleans St,Chicago,IL,Cook County,60654
15780,1977,CERMAK,ROCKWELL,EB,FS,21,,1,Cermak & Rockwell,41.852169,-87.69032,2560,W Cermak Rd,Chicago,IL,Cook County,60608
12123,1978,103RD STREET,HAMLIN,EB,NS,103,,1,103rd Street & Hamlin,41.705728,-87.715806,3757,W 103rd St,Chicago,IL,Cook County,60655
11354,1979,MONTROSE,BROWN LINE STATION,EB,MB,78,,1,Montrose Brown Line Station,41.961316,-87.675384,1821,W Montrose Ave,Chicago,IL,Cook County,60613
8158,1980,47TH STREET,HOYNE,EB,NS,"47,48",,1,47th Street & Hoyne,41.808303,-87.676946,2059,W 47th St,Chicago,IL,Cook County,60609
14487,1981,HALSTED,TAYLOR,NB,FS,8,,1,Halsted & Taylor,41.870516,-87.646272,801,S Halsted St,Chicago,IL,Cook County,60607
14580,1982,WESTERN,ARCHER,NB,FS,"49,X49",N49,1,Western & Archer,41.826438,-87.685298,3700,S Western Ave,Chicago,IL,Cook County,60609
14581,1983,WESTERN,NORTH AVENUE,SB,FS,"49,X49",N49,1,Western & North Ave,41.910007,-87.687477,2403,W North Ave,Chicago,IL,Cook County,60647
8837,1984,DAMEN,WELLINGTON,SB,NS,50,,1,Damen & Wellington,41.936068,-87.677943,3001,N Damen Ave,Chicago,IL,Cook County,60618
4489,1985,ARCHER,WESTERN AVENUE,SWB,NS,"39,62",N62,1,Archer & Western Avenue,41.826132,-87.685205,3712,S Western Ave,Chicago,IL,Cook County,60609
14858,1986,STATE,59TH STREET,SB,FS,29,,1,State & 59th Street,41.787236,-87.62526,1,E 59th St,Chicago,IL,Cook County,60621
4285,1987,CALIFORNIA,59TH STREET,SB,NS,94,,1,California & 59th Street,41.786685,-87.693744,2800,W 59th St,Chicago,IL,Cook County,60629
15674,1988,HOMAN,ROOSEVELT,SB,FS,82,,1,Homan & Roosevelt,41.866005,-87.710335,1205,S Homan Ave,Chicago,IL,Cook County,60624
15038,1989,HIGGINS,AUSTIN,NWB,FS,88,,1,Higgins & Austin,41.973155,-87.778802,5030,N Austin Ave,Chicago,IL,Cook County,60630
1838,1990,CLARK,FULLERTON,SB,NS,"22,36",N22,1,Clark & Fullerton,41.925383,-87.640576,2368,N Clark St,Chicago,IL,Cook County,60614
2172,1991,31ST STREET,KING DRIVE,EB,FS,31,,1,31st Street & King Drive,41.838171,-87.616618,3101,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60616
2399,1992,STATE,35TH STREET,SB,NS,"29,31",,1,State & 35th Street,41.83139,-87.627225,10,W 35th St,Chicago,IL,Cook County,60616
2582,1993,COTTAGE GROVE,79TH STREET,SB,FS,4,,1,Cottage Grove & 79th Street,41.751158,-87.605542,759,E 79th St,Chicago,IL,Cook County,60619
2442,1994,LAFAYETTE,76TH STREET,SB,NS,"29,75",,1,Lafayette & 76th Street,41.756576,-87.626651,7556,S Lafayette Ave,Chicago,IL,Cook County,60620
2218,1995,KING DRIVE,51ST STREET,SB,FS,3,,1,King Drive & 51st Street,41.801977,-87.616788,365,E 51st St,Chicago,IL,Cook County,60615
5562,1996,MILWAUKEE,DIVERSEY/KIMBALL,NWB,NS,56,,1,Milwaukee & Diversey/Kimball,41.931772,-87.711531,2787,N Milwaukee Ave,Chicago,IL,Cook County,60647
1429,1997,STATE,JACKSON,SB,NS,"2,6,10,29,36,62,146,148",N62,1,State & Jackson,41.878512,-87.627403,8,E Jackson Blvd,Chicago,IL,Cook County,60604
3019,1998,CALIFORNIA,DIVISION,SB,NS,52,,1,California & Division,41.902743,-87.696668,2753,W Division St,Chicago,IL,Cook County,60622
1869,1999,CLARK,ADAMS,SB,FS,"22,24",N22,1,Clark & Adams,41.879081,-87.631181,210,S Clark St,Chicago,IL,Cook County,60604
5502,2000,MILWAUKEE,GRAND/HALSTED,SEB,NS,56,,1,Milwaukee & Grand/Halsted (Blue Line),41.89134,-87.648122,502,N Milwaukee Ave,Chicago,IL,Cook County,60642
9844,2001,TALCOTT,ORIOLE,NWB,NS,88,,1,Talcott & Oriole,41.990552,-87.817125,7601,W Talcott Ave,Chicago,IL,Cook County,60631
14554,2002,WESTERN,ROOSEVELT,SB,FS,"49,X49,157",N49,1,Western & Roosevelt,41.866269,-87.68645,2401,W Roosevelt Rd,Chicago,IL,Cook County,60608
9581,2003,AUSTIN,FULLERTON,SB,NS,91,,1,Austin & Fullerton,41.924125,-87.775975,6000,W Fullerton Ave,Chicago,IL,Cook County,60639
10248,2004,CICERO,JACKSON,SB,NS,54,,1,Cicero & Jackson,41.877092,-87.745504,248,S Cicero Ave,Chicago,IL,Cook County,60644
4402,2005,ARCHER,CICERO,NEB,NS,"62,62H",,1,Archer & Cicero,41.798264,-87.743439,5200,S Cicero Ave,Chicago,IL,Cook County,60638
17446,2006,PULASKI,83RD STREET,NB,FS,53A,,1,Pulaski & 83rd Street,41.742491,-87.721196,8251,S Pulaski Rd,Chicago,IL,Cook County,60652
17461,2007,PULASKI,ADDISON,NB,FS,53,N53,1,Pulaski & Addison,41.946625,-87.727124,3605,N Pulaski Rd,Chicago,IL,Cook County,60641
17463,2008,PULASKI,WELLINGTON,NB,FS,53,N53,1,Pulaski & Wellington,41.935611,-87.727323,3000,N Pulaski Rd,Chicago,IL,Cook County,60641
17464,2009,PULASKI,DIVERSEY,NB,FS,53,N53,1,Pulaski & Diversey,41.932101,-87.726612,2801,N Pulaski Rd,Chicago,IL,Cook County,60647
17465,2010,PULASKI,FULLERTON,NB,FS,53,N53,1,Pulaski & Fullerton,41.9248,-87.727145,4000,W Fullerton Ave,Chicago,IL,Cook County,60639
17466,2011,PULASKI,WRIGHTWOOD,NB,FS,53,N53,1,Pulaski & Wrightwood,41.928457,-87.726274,3944,W Wrightwood Ave,Chicago,IL,Cook County,60647
17467,2012,PULASKI,ARMITAGE,NB,FS,53,N53,1,Pulaski & Armitage,41.917425,-87.726802,2006,N Pulaski Rd,Chicago,IL,Cook County,60639
17348,2013,79TH STREET,YATES,WB,FS,79,N79,1,79th Street & Yates,41.752029,-87.566717,2346,E 79th St,Chicago,IL,Cook County,60649
15431,2014,60TH STREET,COTTAGE GROVE,WB,NS,2,,1,60th Street & Cottage Grove,41.785607,-87.606394,753,E 60th St,Chicago,IL,Cook County,60637
1584,2015,MICHIGAN,BALBO,NB,FS,"1,3,4",N4,1,Michigan & Balbo,41.873513,-87.6246,630,S Michigan Ave,Chicago,IL,Cook County,60605
15567,2016,SACRAMENTO,CHICAGO,NB,NS,94,,1,Sacramento & Chicago,41.895802,-87.702712,3028,W Chicago Ave,Chicago,IL,Cook County,60622
14572,2017,COTTAGE GROVE,75TH STREET,NB,FS,4,,1,Cottage Grove & 75th Street,41.758776,-87.605148,800,E 75th St,Chicago,IL,Cook County,60619
15857,2018,CICERO,IRVINGPK/MILWAUKEE,NB,FS,"54,54A",,1,Cicero & Irving Park/Milwaukee,41.953982,-87.746886,4738,W Irving Park Rd,Chicago,IL,Cook County,60641
8946,2019,DAMEN,ADDISON,NB,NS,50,,1,Damen & Addison,41.9467,-87.67838,3551,N Damen Ave,Chicago,IL,Cook County,60613
14785,2020,CLARK,MORSE,NB,FS,22,N22,1,Clark & Morse,42.008026,-87.673515,6949,N Clark St,Chicago,IL,Cook County,60626
1891,2021,DEARBORN,ONTARIO,NB,NS,22,N22,1,Dearborn & Ontario,41.893024,-87.630013,51,W Ontario St,Chicago,IL,Cook County,60654
15241,2022,MICHIGAN,MONROE,NB,NS,"3,4,6,J14,26,143",N4,1,Michigan & Monroe,41.880393,-87.624804,112,S Michigan Ave,Chicago,IL,Cook County,60603
3107,2023,KEDZIE,56TH STREET,NB,NS,"52,52A",,1,Kedzie & 56th Street,41.791861,-87.703698,5556,S Kedzie Ave,Chicago,IL,Cook County,60629
3841,2024,LARAMIE,FULTON,SB,NS,57,,1,Laramie & Fulton,41.885897,-87.755012,5154,W Fulton St,Chicago,IL,Cook County,60644
2413,2025,STATE,48TH STREET,SB,NT,29,,1,State & 48th Street,41.807692,-87.625567,4749,S State St,Chicago,IL,Cook County,60615
7086,2026,COMMERCIAL,101ST STREET,SB,NS,71,,1,Commercial & 101st Street,41.712077,-87.551715,10046,S Commercial Ave,Chicago,IL,Cook County,60617
11235,2027,HOMAN,MONROE,NB,NS,82,,1,Homan & Monroe,41.879351,-87.711146,110,S Homan Ave,Chicago,IL,Cook County,60624
3137,2028,KEDZIE,27TH STREET,NB,NS,52,,1,Kedzie & 27th Street,41.842519,-87.704628,2701,S Kedzie Ave,Chicago,IL,Cook County,60623
5360,2029,BROADWAY,WAVELAND,SB,NS,36,,1,Broadway & Waveland,41.949336,-87.648334,3701,N Broadway St,Chicago,IL,Cook County,60613
4671,2030,NARRAGANSETT,59TH STREET,SB,NS,55N,,1,Narragansett & 59th Street,41.785142,-87.78182,5858,S Narragansett Ave,Chicago,IL,Cook County,60638
5527,2031,MILWAUKEE,CARPENTER,NWB,NS,56,,1,Milwaukee & Carpenter,41.894968,-87.652972,727,N Milwaukee Ave,Chicago,IL,Cook County,60642
74,2032,CONGRESS PLAZA,MICHIGAN,NEB,FS,7.12613E+12,,1,Congress Plaza & Michigan,41.874762,-87.624799,520,S Michigan Ave,Chicago,IL,Cook County,60605
11874,2033,CALIFORNIA,NORTH SHORE,SB,NS,93,,1,California & North Shore,42.002878,-87.700019,2801,W North Shore Ave,Chicago,IL,Cook County,60645
4294,2034,CALIFORNIA,68TH STREET,SB,NT,94,,1,California & 68th Street,41.770364,-87.692278,2740,W 68th St,Chicago,IL,Cook County,60629
8979,2035,PULASKI,5400 NORTH,SB,MB,53,,1,5400 N Pulaski,41.979988,-87.728631,5400,N Pulaski Rd,Chicago,IL,Cook County,60630
2246,2036,KING DRIVE,77TH STREET,SB,FS,3,,1,King Drive & 77th Street,41.754546,-87.615332,7704,S Martin Luther King Jr Dr,Chicago,IL,Cook County,60619
9856,2037,HARLEM,HOOD,SB,NS,88,,1,Harlem & Hood,41.992028,-87.80661,6071,N Harlem Ave,Chicago,IL,Cook County,60631
4470,2038,ARCHER/HALSTED,ORANGE LINE STATION,SWB,TERM,44,,1,Halsted Orange Line Station,41.846928,-87.648085,2520,S Archer Ave,Chicago,IL,Cook County,60608
9365,2039,87TH STREET,KENTON (west leg),EB,NS,87,,1,87th Street & Kenton,41.734335,-87.73685,4601,W 87th St,Hometown,IL,Cook County,60456
9380,2040,87TH STREET,SACRAMENTO (east leg),EB,NS,87,,1,87th Street & Sacramento,41.735021,-87.697057,8701,S Sacramento Ave,Evergreen Park,IL,Cook County,60805
10146,2041,71ST STREET,CAMPBELL,EB,NS,"67,94",,1,71st Street & Campbell,41.764442,-87.685853,2501,W 71st St,Chicago,IL,Cook County,60629
260,2042,ROOSEVELT,LARAMIE,EB,NS,12,,1,Roosevelt & Laramie,41.865451,-87.754769,5201,W Roosevelt Rd,Cicero,IL,Cook County,60804
5912,2043,HALSTED,28TH STREET,NB,NS,8,,1,Halsted & 28th Street,41.843623,-87.646083,2725,S Halsted St,Chicago,IL,Cook County,60608
14856,2044,HALSTED,59TH STREET,NB,FS,8,,1,Halsted & 59th Street,41.787154,-87.644679,5859,S Halsted St,Chicago,IL,Cook County,60621
8928,2045,DAMEN,LE MOYNE,NB,MT,50,,1,Damen & Le Moyne,41.907988,-87.676738,1425,N Damen Ave,Chicago,IL,Cook County,60622
4618,2046,HALSTED,POLK,NB,NS,8,,1,Halsted & Polk,41.871664,-87.647429,800,S Halsted St,Chicago,IL,Cook County,60607
14356,2047,DODGE,SOUTH BLVD,NB,NS,93206,,2,Dodge & South Blvd,42.027296,-87.699121,517,Dodge Ave,Evanston,IL,Cook County,60202
9182,2048,51ST STREET,PRINCETON,EB,NS,51,,1,51st Street & Princeton,41.801675,-87.633461,5100,S Princeton Ave,Chicago,IL,Cook County,60609
6896,2049,CERMAK,50TH AVENUE,WB,NS,"21,N60,302",N60,1,Cermak & 50th Avenue,41.851612,-87.749475,5000,W Cermak Rd,Cicero,IL,Cook County,60804
12171,2050,103RD STREET,HARVARD,WB,MT,103,,1,103rd Street & Harvard,41.706872,-87.631789,327,W 103rd St,Chicago,IL,Cook County,60628
924,2051,NORTH AVENUE,CLARK,WB,FS,"N9,72",N9,1,North Ave & Clark,41.911338,-87.632232,1600,N Clark St,Chicago,IL,Cook County,60614
7031,2052,S. SHORE DRIVE,COLES,WB,MT,"6,26",,1,S. Shore Drive & Coles,41.765937,-87.564859,7110,S Coles Ave,Chicago,IL,Cook County,60649
1251,2053,FULLERTON,ST. LOUIS (west leg),WB,NS,74,,1,Fullerton & St. Louis,41.924853,-87.714205,2401,N St Louis Ave,Chicago,IL,Cook County,60647
6876,2054,CERMAK,SACRAMENTO,WB,NT,21,,1,Cermak & Sacramento,41.852057,-87.700461,3000,W Cermak Rd,Chicago,IL,Cook County,60623
15952,2055,PERSHING,DAMEN (east leg),WB,FS,39,,1,Pershing & Damen,41.822925,-87.675086,2001,W Pershing Rd,Chicago,IL,Cook County,60609
3232,2056,63RD STREET,STEWART,WB,NS,63,N63,1,63rd Street & Stewart,41.780126,-87.634829,340,W 63rd St,Chicago,IL,Cook County,60621
8116,2057,47TH STREET,KOLMAR,WB,NS,47,,1,47th Street & Kolmar,41.807122,-87.737097,4531,W 47th St,Chicago,IL,Cook County,60632
17496,2058,FOSTER,KIMBALL,EB,FS,92,,1,Foster & Kimball,41.975462,-87.713153,5155,N Kimball Ave,Chicago,IL,Cook County,60625
14471,2059,MARINE DRIVE,LAWRENCE,NB,FS,136146148,,1,Marine Drive & Lawrence,41.969446,-87.650162,4800,N Marine Dr,Chicago,IL,Cook County,60640
5511,2060,COLUMBUS,ILLINOIS,NB,NS,"N66,124",N66,1,Columbus & Illinois,41.890567,-87.61944,455,N Park Dr,Chicago,IL,Cook County,60611
17358,2061,ADDISON,HARLEM,EB,FS,152,,1,Addison & Harlem,41.945028,-87.806568,3555,N Harlem Ave,Chicago,IL,Cook County,60634
759,2062,GRAND,STREETER,WB,FS,"2,29,65,66,124",,1,Grand & Streeter,41.891494,-87.612297,505,N Lake Shore Dr,Chicago,IL,Cook County,60611
766,2063,GRAND,CLARK,WB,NS,65,,1,Grand & Clark,41.891796,-87.630838,531,N Clark St,Chicago,IL,Cook County,60610
4800,2064,FOSTER,CLARK,WB,NS,92,,1,Foster & Clark,41.976317,-87.668067,5201,N Clark St,Chicago,IL,Cook County,60640
11383,2065,MONTROSE,CALIFORNIA,WB,NS,78,,1,Montrose & California,41.96154,-87.698238,2758,W Montrose Ave,Chicago,IL,Cook County,60618
7648,2066,35TH STREET,RACINE,WB,NS,35,,1,35th Street & Racine,41.830892,-87.655569,1154,W 35th St,Chicago,IL,Cook County,60608
